Experiment Name,210831 TA PA M2
Specimen Name,M2LN
Tube Name,INX_GC31_001
Record Date,"Aug 31, 2021 3:37:17 PM"
Date Analyzed,09/07/2021 17:01

Sort Type,Index Sort
Sort Setup,85 micron
Precision ,Single Cell
Device,96 Well - Falcon
Yield Mask,0
Purity Mask,32
Phase Mask,16
Well,All Events #Events,All Events FAS PE-Cy7-A Geo Mean,All Events FAS PE-Cy7-A Mean,All Events FAS PE-Cy7-A Median,All Events IGY BV421-A Geo Mean,All Events IGY BV421-A Mean,All Events IGY BV421-A Median,All Events B220 BV785-A Geo Mean,All Events B220 BV785-A Mean,All Events B220 BV785-A Median,All Events TCRB APC-Cy7-A Geo Mean,All Events TCRB APC-Cy7-A Mean,All Events TCRB APC-Cy7-A Median,All Events CD38 APC-A Geo Mean,All Events CD38 APC-A Mean,All Events CD38 APC-A Median,All Events PA+ FITC-A Geo Mean,All Events PA+ FITC-A Mean,All Events PA+ FITC-A Median,All Events PA V500-A Geo Mean,All Events PA V500-A Mean,All Events PA V500-A Median,All Events IGK tdTomato-A Geo Mean,All Events IGK tdTomato-A Mean,All Events IGK tdTomato-A Median,All Events Time Geo Mean,All Events Time Mean,All Events Time Median
B1,1,"1,654","1,654","1,654","1,223","1,223","1,223","4,561","4,561","4,561",137,137,137,72,72,72,"2,013","2,013","2,013","5,401","5,401","5,401",190,190,190,"12,611","12,611","12,611"
B2,1,"1,956","1,956","1,956","1,309","1,309","1,309","2,801","2,801","2,801",78,78,78,236,236,236,"2,612","2,612","2,612","6,154","6,154","6,154",165,165,165,"12,346","12,346","12,346"
B3,1,"1,396","1,396","1,396","2,767","2,767","2,767","2,727","2,727","2,727",117,117,117,202,202,202,"1,734","1,734","1,734","1,836","1,836","1,836",160,160,160,"12,112","12,112","12,112"
B4,1,"2,699","2,699","2,699","3,050","3,050","3,050","4,491","4,491","4,491",,-40,-40,332,332,332,"7,953","7,953","7,953","1,965","1,965","1,965",390,390,390,"11,710","11,710","11,710"
B5,1,"1,946","1,946","1,946","5,387","5,387","5,387","5,379","5,379","5,379",235,235,235,812,812,812,"2,957","2,957","2,957","6,446","6,446","6,446",419,419,419,"11,112","11,112","11,112"
B6,1,"2,038","2,038","2,038","7,362","7,362","7,362","9,928","9,928","9,928",64,64,64,686,686,686,"2,229","2,229","2,229","3,637","3,637","3,637",517,517,517,"10,748","10,748","10,748"
B7,1,"1,583","1,583","1,583","1,451","1,451","1,451","4,853","4,853","4,853",15,15,15,192,192,192,"3,697","3,697","3,697","5,748","5,748","5,748",174,174,174,"10,392","10,392","10,392"
B8,1,"2,350","2,350","2,350","2,089","2,089","2,089","4,995","4,995","4,995",,-41,-41,237,237,237,"7,114","7,114","7,114","4,151","4,151","4,151",185,185,185,"9,935","9,935","9,935"
B9,1,"2,507","2,507","2,507","1,298","1,298","1,298","3,937","3,937","3,937",19,19,19,578,578,578,"4,107","4,107","4,107","5,296","5,296","5,296",300,300,300,"9,577","9,577","9,577"
B10,1,"1,354","1,354","1,354","2,650","2,650","2,650","3,212","3,212","3,212",,-19,-19,70,70,70,"1,233","1,233","1,233","5,037","5,037","5,037",149,149,149,"8,914","8,914","8,914"
B11,1,"1,701","1,701","1,701","1,459","1,459","1,459","4,638","4,638","4,638",98,98,98,150,150,150,"5,629","5,629","5,629","6,165","6,165","6,165",154,154,154,"8,354","8,354","8,354"
B12,1,"1,707","1,707","1,707",33,33,33,"2,771","2,771","2,771",,-9,-9,152,152,152,"3,349","3,349","3,349","4,446","4,446","4,446",117,117,117,"7,557","7,557","7,557"
C1,1,"1,216","1,216","1,216",752,752,752,"3,736","3,736","3,736",21,21,21,425,425,425,"3,411","3,411","3,411","5,966","5,966","5,966",153,153,153,"13,054","13,054","13,054"
C2,1,"1,666","1,666","1,666","2,067","2,067","2,067","4,941","4,941","4,941",88,88,88,307,307,307,"1,925","1,925","1,925","4,422","4,422","4,422",230,230,230,"13,614","13,614","13,614"
C3,1,"2,696","2,696","2,696","1,332","1,332","1,332","5,631","5,631","5,631",77,77,77,329,329,329,"3,647","3,647","3,647","4,338","4,338","4,338",322,322,322,"14,667","14,667","14,667"
C4,1,"1,331","1,331","1,331","1,431","1,431","1,431","2,705","2,705","2,705",213,213,213,291,291,291,"1,447","1,447","1,447","5,275","5,275","5,275",266,266,266,"15,022","15,022","15,022"
C5,1,"1,972","1,972","1,972",709,709,709,"2,807","2,807","2,807",22,22,22,99,99,99,"4,552","4,552","4,552","5,048","5,048","5,048",195,195,195,"15,466","15,466","15,466"
C6,1,"2,714","2,714","2,714","2,736","2,736","2,736","6,099","6,099","6,099",82,82,82,476,476,476,"7,739","7,739","7,739","2,336","2,336","2,336",269,269,269,"15,802","15,802","15,802"
C7,1,"1,139","1,139","1,139","1,886","1,886","1,886","1,722","1,722","1,722",178,178,178,169,169,169,"1,021","1,021","1,021","5,535","5,535","5,535",207,207,207,"16,144","16,144","16,144"
C8,1,"1,363","1,363","1,363","2,238","2,238","2,238","4,023","4,023","4,023",221,221,221,132,132,132,"4,933","4,933","4,933","4,576","4,576","4,576",325,325,325,"17,199","17,199","17,199"
C9,1,"2,615","2,615","2,615","5,319","5,319","5,319","8,466","8,466","8,466",215,215,215,"1,365","1,365","1,365","2,646","2,646","2,646","1,889","1,889","1,889",611,611,611,"17,876","17,877","17,877"
C10,1,"2,005","2,005","2,005","2,673","2,673","2,673","3,356","3,356","3,356",,-78,-78,667,667,667,"3,164","3,164","3,164","5,296","5,296","5,296",401,401,401,"18,226","18,226","18,226"
C11,1,"1,511","1,511","1,511","3,072","3,072","3,072","4,684","4,684","4,684",14,14,14,"1,177","1,177","1,177","1,143","1,143","1,143","6,238","6,238","6,238",216,216,216,"18,455","18,456","18,456"
C12,1,"1,214","1,214","1,214",944,944,944,"2,979","2,979","2,979",96,96,96,69,69,69,"3,929","3,929","3,929","3,922","3,922","3,922",124,124,124,"18,778","18,778","18,778"
D1,1,"1,168","1,168","1,168","1,068","1,068","1,068","2,099","2,099","2,099",,-52,-52,36,36,36,"4,643","4,643","4,643","5,394","5,394","5,394",127,127,127,"24,811","24,811","24,811"
D2,1,"1,463","1,463","1,463","1,959","1,959","1,959","3,222","3,222","3,222",236,236,236,"1,162","1,162","1,162","1,393","1,393","1,393","6,421","6,421","6,421",289,289,289,"24,509","24,509","24,509"
D3,1,"1,107","1,107","1,107","1,635","1,635","1,635","2,700","2,700","2,700",111,111,111,38,38,38,"3,315","3,315","3,315","3,736","3,736","3,736",55,55,55,"24,268","24,268","24,268"
D4,1,"1,919","1,919","1,919","4,035","4,035","4,035","2,994","2,994","2,994",127,127,127,820,820,820,"1,453","1,453","1,453","5,761","5,761","5,761",777,777,777,"23,978","23,978","23,978"
D5,1,"1,460","1,460","1,460","3,008","3,008","3,008","3,082","3,082","3,082",,-63,-63,393,393,393,"2,687","2,687","2,687","2,289","2,289","2,289",216,216,216,"22,714","22,714","22,714"
D6,1,"2,942","2,942","2,942","3,808","3,808","3,808","5,149","5,149","5,149",27,27,27,210,210,210,"1,112","1,112","1,112","6,985","6,985","6,985","1,107","1,107","1,107","22,418","22,418","22,418"
D7,1,"1,709","1,709","1,709","1,653","1,653","1,653","3,394","3,394","3,394",,-48,-48,348,348,348,"4,053","4,053","4,053","4,076","4,076","4,076",369,369,369,"22,155","22,155","22,155"
D8,1,"2,343","2,343","2,343","3,100","3,100","3,100","3,953","3,953","3,953",208,208,208,772,772,772,"3,136","3,136","3,136","4,442","4,442","4,442",476,476,476,"21,907","21,907","21,907"
D9,1,"1,474","1,474","1,474","2,073","2,073","2,073","2,499","2,499","2,499",,-64,-64,72,72,72,"1,108","1,108","1,108","1,654","1,654","1,654",125,125,125,"21,640","21,640","21,640"
D10,1,"1,355","1,355","1,355","2,734","2,734","2,734","2,296","2,296","2,296",97,97,97,348,348,348,"1,871","1,871","1,871","4,356","4,356","4,356",232,232,232,"21,053","21,053","21,053"
D11,1,"2,211","2,211","2,211","3,359","3,359","3,359","4,853","4,853","4,853",,-34,-34,243,243,243,"12,455","12,455","12,455","4,117","4,117","4,117",295,295,295,"20,602","20,602","20,602"
D12,1,"1,880","1,880","1,880","3,190","3,190","3,190","8,334","8,334","8,334",22,22,22,206,206,206,"1,534","1,534","1,534","5,200","5,200","5,200",376,376,376,"20,179","20,179","20,179"
E1,1,"1,007","1,007","1,007","1,837","1,837","1,837","1,988","1,988","1,988",,-49,-49,203,203,203,"1,549","1,549","1,549","3,405","3,405","3,405",135,135,135,"25,279","25,279","25,279"
E2,1,"1,277","1,277","1,277","1,717","1,717","1,717","3,506","3,506","3,506",106,106,106,166,166,166,"3,836","3,836","3,836","3,315","3,315","3,315",245,245,245,"26,171","26,171","26,171"
E3,1,"2,653","2,653","2,653","5,133","5,133","5,133","4,051","4,051","4,051",309,309,309,525,525,525,"2,798","2,798","2,798","5,623","5,623","5,623",569,569,569,"26,437","26,437","26,437"
E4,1,"1,267","1,267","1,267","1,358","1,358","1,358","2,526","2,526","2,526",13,13,13,148,148,148,"2,244","2,244","2,244","4,053","4,053","4,053",121,121,121,"26,841","26,841","26,841"
E5,1,"2,454","2,454","2,454","1,782","1,782","1,782","3,958","3,958","3,958",158,158,158,739,739,739,"10,242","10,242","10,242","2,649","2,649","2,649",291,291,291,"27,205","27,205","27,205"
E6,1,"1,647","1,647","1,647","1,450","1,450","1,450","3,364","3,364","3,364",84,84,84,431,431,431,"1,844","1,844","1,844","5,333","5,333","5,333",242,242,242,"27,549","27,549","27,549"
E7,1,"1,178","1,178","1,178",671,671,671,"2,344","2,344","2,344",,-95,-95,673,673,673,"4,847","4,847","4,847","4,728","4,728","4,728",63,63,63,"28,525","28,525","28,525"
E8,1,"3,259","3,259","3,259","3,128","3,128","3,128","6,703","6,703","6,703",58,58,58,493,493,493,"2,247","2,247","2,247","6,113","6,113","6,113","1,045","1,045","1,045","28,896","28,896","28,896"
E9,1,"1,271","1,271","1,271",937,937,937,"2,558","2,558","2,558",,-91,-91,382,382,382,"1,725","1,725","1,725","5,938","5,938","5,938",294,294,294,"29,379","29,380","29,380"
E10,1,"1,811","1,811","1,811","2,794","2,794","2,794","2,962","2,962","2,962",51,51,51,280,280,280,"1,549","1,549","1,549","2,413","2,413","2,413",637,637,637,"29,824","29,824","29,824"
E11,1,"1,484","1,484","1,484",953,953,953,"5,036","5,036","5,036",191,191,191,290,290,290,"4,661","4,661","4,661","1,695","1,695","1,695",227,227,227,"30,217","30,217","30,217"
E12,1,989,989,989,178,178,178,"2,340","2,340","2,340",109,109,109,642,642,642,"1,756","1,756","1,756","7,340","7,340","7,340",333,333,333,"30,676","30,676","30,676"
F1,1,"1,220","1,220","1,220","2,443","2,443","2,443","3,247","3,247","3,247",33,33,33,566,566,566,"2,432","2,432","2,432","4,041","4,041","4,041",293,293,293,"35,315","35,315","35,315"
F2,1,"2,844","2,844","2,844","2,647","2,647","2,647","4,673","4,673","4,673",168,168,168,428,428,428,"1,653","1,653","1,653","5,964","5,964","5,964",304,304,304,"34,919","34,919","34,919"
F3,1,"1,239","1,239","1,239","3,278","3,278","3,278","2,675","2,675","2,675",35,35,35,86,86,86,"4,682","4,682","4,682","5,911","5,911","5,911",203,203,203,"34,550","34,550","34,550"
F4,1,"1,692","1,692","1,692","5,285","5,285","5,285","4,914","4,914","4,914",,-38,-38,792,792,792,"3,459","3,459","3,459","3,091","3,091","3,091",396,396,396,"34,174","34,174","34,174"
F5,1,"1,697","1,697","1,697","1,150","1,150","1,150","4,532","4,532","4,532",99,99,99,91,91,91,"5,837","5,837","5,837","3,993","3,993","3,993",85,85,85,"33,842","33,842","33,842"
F6,1,950,950,950,"1,676","1,676","1,676","1,823","1,823","1,823",,-42,-42,,-3,-3,"2,817","2,817","2,817","5,158","5,158","5,158",159,159,159,"33,614","33,614","33,614"
F7,1,"1,104","1,104","1,104","2,629","2,629","2,629","1,438","1,438","1,438",69,69,69,,-11,-11,"1,284","1,284","1,284","4,976","4,976","4,976",120,120,120,"33,388","33,388","33,388"
F8,1,"1,313","1,313","1,313","3,399","3,399","3,399","2,937","2,937","2,937",,-18,-18,19,19,19,"6,775","6,775","6,775","2,030","2,030","2,030",98,98,98,"32,986","32,986","32,986"
F9,1,"1,090","1,090","1,090","3,256","3,256","3,256","3,992","3,992","3,992",,-22,-22,216,216,216,"3,048","3,048","3,048","4,099","4,099","4,099",230,230,230,"32,693","32,693","32,693"
F10,1,"1,953","1,953","1,953",751,751,751,"2,241","2,241","2,241",154,154,154,104,104,104,"5,399","5,399","5,399","5,389","5,389","5,389",172,172,172,"32,369","32,369","32,369"
F11,1,"1,916","1,916","1,916",668,668,668,"2,914","2,914","2,914",92,92,92,449,449,449,"6,463","6,463","6,463","5,123","5,123","5,123",157,157,157,"31,277","31,277","31,277"
F12,1,"2,164","2,164","2,164","2,031","2,031","2,031","5,344","5,344","5,344",229,229,229,262,262,262,"3,445","3,445","3,445","5,606","5,606","5,606",534,534,534,"30,951","30,952","30,952"
G1,1,"1,017","1,017","1,017","2,753","2,753","2,753","2,063","2,063","2,063",,-117,-117,77,77,77,"5,394","5,394","5,394","3,591","3,591","3,591",123,123,123,"35,703","35,703","35,703"
G2,1,"1,633","1,633","1,633","6,543","6,543","6,543","1,670","1,670","1,670",64,64,64,178,178,178,"4,407","4,407","4,407","4,875","4,875","4,875",210,210,210,"36,109","36,109","36,109"
G3,1,"1,339","1,339","1,339","1,367","1,367","1,367","3,397","3,397","3,397",109,109,109,561,561,561,"6,509","6,509","6,509","2,061","2,061","2,061",547,547,547,"36,708","36,708","36,708"
G4,1,"2,607","2,607","2,607",71,71,71,"4,884","4,884","4,884",,-162,-162,208,208,208,"11,795","11,795","11,795","2,423","2,423","2,423",304,304,304,"37,660","37,660","37,660"
G5,1,"1,357","1,357","1,357",842,842,842,"3,422","3,422","3,422",1,1,1,233,233,233,"2,296","2,296","2,296","5,542","5,542","5,542",115,115,115,"37,890","37,890","37,890"
G6,1,"1,818","1,818","1,818","3,080","3,080","3,080","4,525","4,525","4,525",,-30,-30,228,228,228,"2,423","2,423","2,423","3,507","3,507","3,507",361,361,361,"38,244","38,245","38,245"
G7,1,940,940,940,768,768,768,"2,863","2,863","2,863",,-65,-65,161,161,161,"1,220","1,220","1,220","3,901","3,901","3,901",67,67,67,"38,696","38,696","38,696"
G8,1,"3,272","3,272","3,272","3,534","3,534","3,534","3,512","3,512","3,512",529,529,529,607,607,607,"3,085","3,085","3,085","4,903","4,903","4,903",589,589,589,"39,016","39,016","39,016"
G9,1,"1,028","1,028","1,028",681,681,681,"3,440","3,440","3,440",36,36,36,161,161,161,"1,238","1,238","1,238","4,023","4,023","4,023",99,99,99,"39,267","39,268","39,268"
G10,1,"1,370","1,370","1,370","1,315","1,315","1,315","2,718","2,718","2,718",17,17,17,882,882,882,"1,136","1,136","1,136","3,939","3,939","3,939",356,356,356,"39,585","39,585","39,585"
G11,1,872,872,872,"1,605","1,605","1,605","1,818","1,818","1,818",6,6,6,203,203,203,"10,270","10,270","10,270","3,118","3,118","3,118",105,105,105,"39,860","39,861","39,861"
G12,1,"1,147","1,147","1,147","1,546","1,546","1,546","2,034","2,034","2,034",6,6,6,163,163,163,"1,790","1,790","1,790","4,106","4,106","4,106",79,79,79,"40,938","40,938","40,938"
H1,1,"1,156","1,156","1,156",905,905,905,"3,616","3,616","3,616",,-26,-26,,-3,-3,"2,225","2,225","2,225","5,670","5,670","5,670",90,90,90,"48,142","48,142","48,142"
H2,1,"1,973","1,973","1,973","2,446","2,446","2,446","3,470","3,470","3,470",,-48,-48,311,311,311,"5,294","5,294","5,294","2,492","2,492","2,492",54,54,54,"47,825","47,825","47,825"
H3,1,"1,592","1,592","1,592","3,721","3,721","3,721","3,854","3,854","3,854",51,51,51,390,390,390,"3,597","3,597","3,597","5,116","5,116","5,116",394,394,394,"47,613","47,613","47,613"
H4,1,"1,415","1,415","1,415","1,997","1,997","1,997","3,222","3,222","3,222",,-2,-2,126,126,126,"4,029","4,029","4,029","5,024","5,024","5,024",233,233,233,"47,350","47,351","47,351"
H5,1,"1,643","1,643","1,643","1,714","1,714","1,714","4,287","4,287","4,287",42,42,42,533,533,533,"1,780","1,780","1,780","4,939","4,939","4,939",387,387,387,"46,858","46,858","46,858"
H6,1,"2,177","2,177","2,177","2,827","2,827","2,827","4,107","4,107","4,107",254,254,254,227,227,227,"1,966","1,966","1,966","2,664","2,664","2,664",533,533,533,"46,126","46,127","46,127"
H7,1,"5,171","5,171","5,171","3,313","3,313","3,313","7,601","7,601","7,601",449,449,449,"1,171","1,171","1,171","2,817","2,817","2,817","7,969","7,969","7,969","1,202","1,202","1,202","45,252","45,252","45,252"
H8,1,"1,303","1,303","1,303","1,849","1,849","1,849","1,475","1,475","1,475",24,24,24,346,346,346,"1,844","1,844","1,844","3,554","3,554","3,554",119,119,119,"43,975","43,975","43,975"
H9,1,"2,262","2,262","2,262","1,980","1,980","1,980","4,890","4,890","4,890",97,97,97,449,449,449,"3,938","3,938","3,938","5,789","5,789","5,789",217,217,217,"43,684","43,685","43,685"
H10,1,"1,409","1,409","1,409","1,634","1,634","1,634","3,171","3,171","3,171",58,58,58,323,323,323,"2,848","2,848","2,848","7,713","7,713","7,713",198,198,198,"43,353","43,353","43,353"
H11,1,"1,222","1,222","1,222","1,958","1,958","1,958","2,093","2,093","2,093",19,19,19,48,48,48,"5,385","5,385","5,385","2,677","2,677","2,677",104,104,104,"42,821","42,821","42,821"
H12,1,"2,840","2,840","2,840",637,637,637,"6,484","6,484","6,484",,-132,-132,324,324,324,"6,767","6,767","6,767","2,875","2,875","2,875",233,233,233,"42,163","42,163","42,163"

