GC,node,delta_bind,delta_expr,delta_psr,parent,abundance,branch length from naive,LBI,LBR
gc30HK,seq59,1.0362,-0.12508000000000002,0.5298800000000001,seq1,1.0,10.0,1.9107043356984748,0.0
gc30HK,seq36,1.00227,-0.22372000000000003,0.4379,seq1,1.0,10.0,1.9107043356984748,0.0
gc30HK,seq14,0.35468,-0.10595,-0.016959999999999996,seq4,1.0,9.0,2.781063647571698,0.0
gc30HK,seq52,-0.6503200000000001,-0.33970999999999996,1.0849900000000001,seq4,1.0,11.0,1.2410407532065504,0.0
gc30HK,seq34,0.08754,-0.18882000000000002,-0.32087,seq4,1.0,11.0,1.2410407532065504,0.0
gc30HK,seq41,0.37681,-0.0917,-0.13637,seq4,1.0,9.0,2.781063647571698,0.0
gc30HK,seq3,1.1188,-0.13095,-0.16695,seq4,2.0,10.0,3.1097829809446433,0.8787769493553922
gc30HK,seq29,1.09259,-0.09356,0.50731,seq20,1.0,8.0,1.8139746371245205,0.0
gc30HK,seq17,1.1188,-0.13095,-0.16695,seq3,1.0,11.0,1.776145784022935,0.0
gc30HK,seq35,1.16934,-0.14246,-0.06946999999999998,seq3,1.0,11.0,1.776145784022935,0.0
gc14HK,naive,0.0,0.0,0.0,,0.0,0.0,7.779255671418486,
gc14HK,32,0.8499,0.0583,0.18333,naive,0.0,2.0,4.014176410859198,1.093472756077826
gc14HK,14,0.83525,0.09358,0.09726999999999997,naive,0.0,2.0,4.321862034075742,1.2539369220019114
gc14HK,11,0.23763,0.010719999999999999,0.10384,naive,0.0,2.0,4.68171414137191,1.4416069458712604
gc14HK,10,0.75471,0.01462,-0.04866,naive,0.0,1.0,7.637142390558301,1.1858197855893273
gc14HK,seq35,0.82596,-1.1072300000000002,0.62893,naive,3.0,2.0,10.64412737550252,4.551123914872286
gc14HK,seq76,0.8429599999999999,-0.05980000000000001,0.08561,32,1.0,7.0,1.0203093609022629,0.0
gc14HK,25,0.85362,-0.43651,0.17781,32,0.0,4.0,3.1722622092888835,1.2531480867024039
gc14HK,16,1.72104,-0.14322,1.72911,14,0.0,6.0,2.790171458981102,1.6301479315793077
gc14HK,13,0.60726,-0.12109999999999999,1.3127900000000001,14,0.0,4.0,5.3389181872091935,2.68311712432228
gc14HK,24,0.63367,-0.06112,0.0393,11,0.0,4.0,4.468217256718877,1.982259341984455
gc14HK,seq1,0.42075,0.029109999999999997,0.07626999999999999,11,2.0,4.0,6.1753388570622905,3.121657685445064
gc14HK,seq17,-3.18948,-0.15936999999999996,-0.6391100000000001,10,1.0,11.0,1.0003013257983548,0.0
gc14HK,seq53,1.08571,0.009009999999999999,-0.32219,10,1.0,2.0,10.267595868231247,1.9833194751168364
gc14HK,seq13,0.82596,-1.1072300000000002,0.62893,seq35,1.0,3.0,4.547876189486076,0.0
gc14HK,seq21,1.00582,-1.1867200000000002,1.90375,seq35,1.0,3.0,4.547876189486076,0.0
gc14HK,seq57,0.82596,-1.1072300000000002,0.62893,seq35,1.0,4.0,2.305190709933604,0.0
gc14HK,seq74,1.71795,-1.0329000000000002,1.00969,seq35,1.0,6.0,1.1766383544066599,0.0
gc14HK,seq64,0.82596,-1.1072300000000002,0.62893,seq35,1.0,3.0,4.547876189486076,0.0
gc14HK,seq61,0.89426,-1.1158700000000001,0.6493599999999999,seq35,1.0,5.0,1.4801528289925323,0.0
gc14HK,seq65,-0.1707599999999999,-1.10942,0.87786,seq35,1.0,4.0,3.265018008661032,0.41637652563465066
gc14HK,4,0.82596,-1.1072300000000002,0.62893,seq35,0.0,3.0,6.700323068236518,0.47328616458964656
gc14HK,26,0.82785,-1.1216000000000002,0.79071,seq35,0.0,3.0,6.4441446145815195,0.4169569148516612
gc14HK,seq54,0.88834,-0.39112,0.26211,25,1.0,6.0,1.293983721358301,0.0
gc14HK,seq16,0.85362,-0.43651,0.17781,25,1.0,5.0,2.5264137484236353,0.40424143622915243
gc14HK,seq24,1.76189,-0.19332,1.8031599999999999,16,1.0,8.0,1.2422733614433077,0.0
gc14HK,seq26,1.71018,-0.20262,1.5616299999999999,16,1.0,8.0,1.2422733614433077,0.0
gc14HK,seq52,0.498,-0.08764,0.9507599999999999,13,1.0,5.0,2.5961987979991257,0.0
gc14HK,seq9,0.5942900000000001,-0.22882999999999998,1.1118799999999998,13,1.0,5.0,2.5961987979991257,0.0
gc14HK,seq20,0.3599800000000001,-0.15341,1.2242600000000001,13,1.0,6.0,1.5872087218064463,0.0
gc14HK,seq72,0.56803,-0.21470999999999998,1.52169,13,1.0,5.0,2.5961987979991257,0.0
gc14HK,27,1.44205,-0.05260999999999999,1.5178600000000002,13,0.0,6.0,3.535421572413803,1.2274459079269937
gc14HK,seq70,0.8472799999999998,-0.05580000000000001,-0.42393,24,1.0,9.0,1.0233686640570854,0.0
gc14HK,seq49,-0.11787999999999993,-2.47534,1.21296,24,1.0,8.0,1.0635226148617392,0.0
gc14HK,seq18,0.8305400000000001,-0.09436999999999998,-0.08634,24,1.0,8.0,1.7908057556543373,0.68384360673623
gc14HK,seq38,0.42174,0.07763999999999999,0.06732,seq1,1.0,7.0,1.2576649495034231,0.0
gc14HK,seq27,0.42075,0.029109999999999997,0.07626999999999999,seq1,1.0,7.0,1.2576649495034231,0.0
gc14HK,seq71,0.42248,-0.0821,-0.012920000000000001,seq1,1.0,7.0,1.2576649495034231,0.0
gc14HK,seq7,0.42075,0.029109999999999997,0.07626999999999999,seq1,1.0,5.0,2.9039007666089267,0.0
gc14HK,seq43,0.5691200000000001,-0.17297,-0.27740000000000004,seq1,1.0,9.0,2.6268190164771785,1.5383053666463367
gc14HK,seq69,1.17137,0.07589,-0.29346,seq53,1.0,4.0,2.2542327117495375,0.0
gc14HK,seq29,0.331,-0.00561,-0.27353,seq53,1.0,3.0,4.409357989007679,0.0
gc14HK,seq62,1.01945,0.04483,0.9185,seq53,1.0,8.0,1.0229720734308423,0.0
gc14HK,2,1.12323,0.058109999999999995,-0.50998,seq53,0.0,3.0,14.206964397596753,2.2220029385262077
gc14HK,seq30,-0.20826999999999996,-1.1078100000000002,0.70131,seq65,1.0,6.0,1.3065368537381692,0.0
gc14HK,17,0.81299,-1.2149600000000003,0.42801999999999996,4,0.0,4.0,5.225937499260034,0.6874020238765652
gc14HK,seq3,0.82596,-1.1072300000000002,0.62893,4,3.0,4.0,3.3825194107316534,0.09218108717881436
gc14HK,seq55,0.8480399999999999,-1.13254,0.74468,26,1.0,4.0,3.002788878468767,0.0
gc14HK,22,1.42254,-0.4467899999999999,-0.24371999999999996,26,0.0,5.0,4.688588255654318,1.6995791945605583
gc14HK,seq25,0.86458,-0.41863,-0.004769999999999986,seq16,1.0,6.0,1.5615362367664936,0.0
gc14HK,seq22,1.38587,-0.023819999999999987,1.3814799999999998,27,1.0,9.0,1.1262312071671232,0.0
gc14HK,seq67,0.6479100000000001,-0.11104999999999998,1.5847600000000002,27,1.0,9.0,2.086058505894551,0.8522471164173641
gc14HK,seq75,0.78686,-0.031589999999999986,0.5518700000000001,seq18,1.0,9.0,1.2909211794652777,0.0
gc14HK,seq47,0.19440000000000007,-0.21609,0.9386399999999998,seq43,1.0,11.0,1.2201660123696467,0.0
gc14HK,seq32,0.5691200000000001,-0.17297,-0.27740000000000004,seq43,1.0,10.0,1.5984732706686997,0.0
gc14HK,seq11,-2.6362300000000003,-0.19861,-0.93049,2,1.0,5.0,2.7873682674446165,0.0
gc14HK,seq4,0.98703,0.12483,-0.6273599999999999,2,1.0,5.0,2.7873682674446165,0.0
gc14HK,seq31,1.12078,0.09417999999999999,-0.46395,2,1.0,4.0,5.858570682159028,0.0
gc14HK,seq12,1.12025,0.05441,-0.38970000000000005,2,1.0,5.0,2.7873682674446165,0.0
gc14HK,seq40,0.73322,0.020479999999999998,-0.22142000000000003,2,1.0,7.0,1.2418939907227509,0.0
gc14HK,seq41,-7.194179999999999,-0.6362,-1.6888999999999998,2,1.0,11.0,1.0044304429834328,0.0
gc14HK,seq2,-0.7421800000000001,-0.63887,-0.10098000000000004,2,1.0,4.0,5.858570682159028,0.0
gc14HK,23,1.11026,-0.04962000000000002,-0.71089,2,0.0,4.0,7.483953293988501,0.2774367162248657
gc14HK,seq51,1.05138,0.10343,-0.49484,2,1.0,5.0,3.5146514082372144,0.2609210807509664
gc14HK,20,1.11826,0.10913,-0.6551899999999999,2,0.0,4.0,8.937689448211668,0.525575081893167
gc14HK,seq34,0.20016999999999996,-1.4116700000000002,0.01880999999999998,17,1.0,6.0,1.5719184484025797,0.0
gc14HK,seq6,0.81299,-1.2149600000000003,0.42801999999999996,17,1.0,5.0,2.554635525653224,0.0
gc14HK,seq28,0.81299,-1.2149600000000003,0.42801999999999996,17,1.0,5.0,2.554635525653224,0.0
gc14HK,seq44,1.3740499999999998,-0.44997999999999994,-0.21001999999999993,22,1.0,8.0,1.1836439956651614,0.0
gc14HK,6,0.7250899999999999,-0.5640499999999999,-0.13254999999999997,22,0.0,6.0,6.079560962063994,1.579412391889408
gc14HK,seq63,0.6479100000000001,-0.11104999999999998,1.5847600000000002,seq67,1.0,11.0,1.1469820355067715,0.0
gc14HK,seq48,0.85305,-0.51515,0.5746300000000002,23,1.0,9.0,1.0436885336394401,0.0
gc14HK,seq39,1.11026,-0.04962000000000002,-0.71089,23,1.0,5.0,3.3853131143742226,0.0
gc14HK,seq73,1.0563799999999999,0.07832,-0.43378,seq51,1.0,6.0,1.925088554803287,0.0
gc14HK,seq50,-2.5623400000000007,0.06686,1.38278,20,1.0,5.0,3.920112758400563,0.0
gc14HK,seq68,0.57767,-0.4338700000000001,1.6161999999999996,20,1.0,5.0,3.920112758400563,0.0
gc14HK,seq42,-2.30457,0.0022199999999999998,-0.6328199999999999,20,1.0,7.0,1.3951942872409866,0.0
gc14HK,seq37,1.12351,0.11468,-1.32197,20,1.0,6.0,2.074249449717998,0.0
gc14HK,seq56,0.7250899999999999,-0.5640499999999999,-0.13254999999999997,6,1.0,8.0,1.6874438215185714,0.0
gc14HK,seq5,0.7311199999999999,-0.5744199999999999,-0.02935999999999997,6,1.0,8.0,1.6874438215185714,0.0
gc14HK,9,1.59091,-0.5182399999999999,0.29289,6,0.0,7.0,6.568669449160306,1.2897992791681931
gc14HK,12,1.61675,-0.60586,0.11583999999999997,9,0.0,9.0,4.365604825349909,1.4894568757883053
gc14HK,seq46,1.59091,-0.5182399999999999,0.29289,9,2.0,8.0,8.076677703792182,1.649307990482802
gc14HK,seq19,1.61675,-0.60586,0.11583999999999997,12,1.0,10.0,2.238136822353634,0.0
gc14HK,seq23,2.41771,-0.8226699999999999,0.9005500000000001,12,1.0,13.0,1.0616432026232903,0.0
gc14HK,seq15,1.69414,-0.6405299999999999,0.57082,12,1.0,14.0,1.749960407725672,0.711156064878279
gc14HK,seq58,1.3297299999999999,-0.49298,0.29455,seq46,1.0,9.0,3.6033642390214737,0.0
gc14HK,seq8,1.6834099999999999,-0.6682699999999999,0.45204999999999995,seq46,1.0,10.0,1.9577241814169368,0.0
gc14HK,seq66,1.4906899999999998,-0.66043,0.10472000000000001,seq46,1.0,13.0,1.0476822792977616,0.0
gc14HK,seq36,1.55093,-0.49290999999999996,0.29181999999999997,seq46,1.0,10.0,1.9577241814169368,0.0
gc14HK,seq14,2.46686,-0.4807199999999999,0.65586,seq46,2.0,10.0,6.526944845312501,2.333945050721349
gc14HK,seq33,0.6281499999999999,-0.7816299999999998,0.65632,seq15,1.0,15.0,1.2758950156948274,0.0
gc14HK,seq10,1.5907399999999998,-0.5417599999999999,0.13466999999999998,seq14,1.0,13.0,1.2751703808789867,0.0
gc14HK,seq59,1.85404,-0.67743,0.24664999999999995,seq14,1.0,12.0,1.747990646073504,0.0
gc14HK,seq45,2.35137,-0.5211199999999999,0.8239500000000001,seq14,1.0,13.0,1.2751703808789867,0.0
gc14HK,seq60,2.48061,-0.5323599999999999,0.55779,seq14,1.0,11.0,3.0332493810789467,0.0
gc14HK,seq77,2.53366,-0.5801099999999999,1.06001,seq14,1.0,14.0,1.1012295259446945,0.0
gc6HK,naive,0.0,0.0,0.0,,0.0,0.0,7.316081317330823,
gc6HK,26,0.97221,-1.10202,0.3705299999999999,naive,0.0,8.0,2.5844522996974515,1.578987916278953
gc6HK,seq65,1.37859,0.056799999999999996,0.21265999999999996,naive,1.0,4.0,5.554563248826123,3.9786211022366067
gc6HK,seq42,0.7232,-0.54968,-0.29433,naive,1.0,2.0,7.692398974405482,3.147318325301664
gc6HK,7,-0.05457,0.06131,-0.34623,naive,0.0,1.0,6.871050189737575,1.0673788037729768
gc6HK,6,0.39927,0.041,-0.94392,naive,0.0,3.0,15.591616668333208,10.861621110912814
gc6HK,seq70,0.84779,-1.14979,0.24233999999999994,26,1.0,11.0,1.0788852349706564,0.0
gc6HK,seq60,0.47979999999999995,-1.143,0.23926999999999998,26,1.0,9.0,1.582887426575505,0.0
gc6HK,seq36,1.34767,0.015240000000000004,1.38767,seq65,1.0,5.0,2.675530182758143,0.0
gc6HK,seq73,1.40596,0.02912999999999999,0.19623000000000002,seq65,1.0,8.0,1.0834197357613993,0.0
gc6HK,seq61,0.7081,-0.25788999999999995,0.65495,seq65,1.0,8.0,1.0834197357613993,0.0
gc6HK,seq46,1.37859,0.056799999999999996,0.21265999999999996,seq65,1.0,5.0,2.675530182758143,0.0
gc6HK,22,1.35927,0.058519999999999996,0.03708999999999994,seq65,0.0,6.0,3.474319877063252,1.1494275503741553
gc6HK,seq40,0.79365,-0.66678,-0.49206000000000005,seq42,1.0,5.0,1.3331949252837483,0.0
gc6HK,seq51,0.70744,-0.94761,1.2440000000000002,seq42,1.0,6.0,1.1225755629145457,0.0
gc6HK,seq24,1.2836499999999997,-0.57375,-0.30867,seq42,1.0,6.0,1.1225755629145457,0.0
gc6HK,18,0.7232,-0.54968,-0.29433,seq42,0.0,3.0,4.7262371124577385,0.36517694403916356
gc6HK,seq64,0.7232,-0.54968,-0.29433,seq42,1.0,3.0,6.45084649302985,0.8633315875344783
gc6HK,seq11,-0.05457,0.06131,-0.34623,7,1.0,7.0,1.0145528784371294,0.0
gc6HK,4,-0.05457,0.06131,-0.34623,7,0.0,2.0,8.373100680375,1.64985069608476
gc6HK,seq74,0.39519,-0.58737,0.7869599999999998,6,1.0,7.0,1.2672547817000255,0.0
gc6HK,seq68,0.40916,-0.09888999999999998,-0.31743999999999994,6,1.0,5.0,2.9747605746889536,0.0
gc6HK,seq76,0.40593,-0.06611,-1.05994,6,1.0,8.0,1.0983175397422011,0.0
gc6HK,seq62,-0.42599999999999993,-0.06473,-0.81946,6,1.0,5.0,2.9747605746889536,0.0
gc6HK,seq58,-1.92648,-0.1799,0.018199999999999827,6,1.0,6.0,1.7264738166639684,0.0
gc6HK,seq28,0.5833400000000001,-0.23720999999999995,0.9729199999999998,6,1.0,11.0,1.0048949420729052,0.0
gc6HK,seq55,0.46900000000000003,-0.06348999999999999,-0.55775,6,1.0,8.0,1.0983175397422011,0.0
gc6HK,seq27,1.23406,0.10948999999999999,-0.73885,6,1.0,4.0,7.413331299330501,0.16416186744544561
gc6HK,27,0.39927,0.041,-0.94392,6,0.0,4.0,9.07613693008296,0.4252826551364538
gc6HK,9,1.26509,0.08681,-0.51848,6,0.0,4.0,12.161884633536676,0.909856952961589
gc6HK,5,1.26509,0.08681,-0.51848,6,0.0,4.0,10.687132343971875,0.6782673598195348
gc6HK,seq21,1.40561,0.08277999999999999,-0.16021999999999997,22,1.0,8.0,1.334862781380336,0.0
gc6HK,seq56,1.44791,-0.28748999999999997,0.43025,22,1.0,11.0,1.0166718361904359,0.0
gc6HK,seq22,0.74578,-0.57153,-0.25891,18,1.0,4.0,2.370806026603242,0.0
gc6HK,seq47,0.7232,-0.54968,-0.29433,18,1.0,4.0,2.370806026603242,0.0
gc6HK,seq57,1.66229,-0.45997,-0.11106,seq64,1.0,8.0,1.036727514770186,0.0
gc6HK,seq78,0.7332299999999999,-0.60314,-0.44038000000000005,seq64,1.0,6.0,1.2713816670112086,0.0
gc6HK,seq2,0.5961,-0.69416,1.05515,seq64,1.0,6.0,1.2713816670112086,0.0
gc6HK,seq7,-0.18491000000000002,0.11706,-0.45078,4,1.0,10.0,1.0024733997300284,0.0
gc6HK,24,-0.08951,-0.08118999999999998,-0.32667999999999997,4,0.0,3.0,5.612838021261409,0.5119113348366903
gc6HK,20,-0.05457,0.06131,-0.34623,4,0.0,4.0,3.494625944502557,0.749201524868405
gc6HK,seq67,-0.013669999999999995,0.10618,-0.04052,4,1.0,4.0,9.020783993406855,3.5152669748813015
gc6HK,seq30,0.90522,-0.18443,-0.4521799999999999,seq27,1.0,7.0,1.3193009638655293,0.0
gc6HK,seq72,0.38448000000000004,-0.04524,-0.9502799999999999,27,1.0,10.0,1.0200187419944986,0.0
gc6HK,17,1.0832000000000002,0.09481,-0.64054,27,0.0,5.0,6.902818623602283,0.7382877994091436
gc6HK,seq33,1.2276500000000001,0.10077,-0.47839000000000004,9,1.0,7.0,1.5557175133641006,0.0
gc6HK,13,1.18672,0.04949,-0.5780699999999999,9,0.0,5.0,9.548066240331323,0.8698864332124256
gc6HK,seq38,1.28767,0.06495999999999999,-0.48306,9,1.0,5.0,10.394410822705106,1.0356339482138146
gc6HK,seq13,1.30575,0.09751,-0.6575300000000001,5,1.0,10.0,1.0240120003832753,0.0
gc6HK,seq49,1.26509,0.08681,-0.51848,5,1.0,5.0,7.369873209856259,0.614891058528337
gc6HK,seq14,1.3763,0.06762,-0.60222,5,3.0,6.0,8.167099608112801,2.5339945662746803
gc6HK,seq59,-0.10825,-0.29119999999999996,-0.5379299999999999,24,1.0,6.0,1.2296596819344239,0.0
gc6HK,seq15,-0.09826,-0.34525000000000006,0.7073999999999998,24,1.0,6.0,1.2296596819344239,0.0
gc6HK,seq25,-0.04098,-0.04214999999999999,-0.20556999999999997,20,1.0,5.0,1.9177215983953821,0.0
gc6HK,seq52,-0.05914,0.049240000000000006,-0.30433,20,1.0,6.0,1.337610908768656,0.0
gc6HK,seq6,0.03304000000000001,0.20717,0.0032300000000000106,seq67,1.0,7.0,1.3993313210436158,0.0
gc6HK,seq5,-0.007639999999999994,0.09580999999999999,0.06267,seq67,1.0,5.0,3.9506815332513634,0.0
gc6HK,seq12,-0.03909,-0.025160000000000016,1.9897999999999996,seq67,1.0,6.0,2.0854950735274063,0.0
gc6HK,seq44,-0.10177,0.09952,-0.35854,seq67,1.0,8.0,1.1469057832277791,0.0
gc6HK,seq20,0.021579999999999995,0.021400000000000002,0.11279,seq67,1.0,5.0,3.9506815332513634,0.0
gc6HK,seq43,-0.013669999999999995,0.10618,-0.04052,seq67,1.0,5.0,5.892193193090057,0.4914371466031211
gc6HK,19,-0.14612999999999998,-0.44381000000000004,-0.14033,seq67,0.0,5.0,6.365859370949073,0.6113319480120298
gc6HK,seq45,1.2696800000000001,-0.22324999999999998,-1.4293500000000001,17,1.0,14.0,1.000728465689898,0.0
gc6HK,seq50,0.38822000000000007,-0.25067000000000006,-0.29901,17,1.0,9.0,1.1081138943355944,0.0
gc6HK,seq39,0.97557,-0.14252,-0.80447,17,1.0,8.0,1.2938840343763873,0.0
gc6HK,seq23,0.6168600000000001,-0.25549,-0.49696000000000007,13,1.0,9.0,1.156563294454888,0.0
gc6HK,seq17,1.18861,0.03512,-0.4162899999999998,13,1.0,6.0,4.1446578315895595,0.0
gc6HK,seq37,0.5893600000000001,-0.07489000000000001,-0.09411999999999981,13,1.0,9.0,1.156563294454888,0.0
gc6HK,seq79,2.04238,0.0498,-0.7725899999999999,13,1.0,7.0,2.1568549657605667,0.0
gc6HK,seq77,0.9688999999999999,-0.12941,0.65266,13,1.0,9.0,1.156563294454888,0.0
gc6HK,seq26,1.6104399999999999,0.056679999999999994,-0.31171000000000004,seq38,1.0,9.0,1.172064636201083,0.0
gc6HK,seq34,1.32691,0.08201,-0.37728999999999996,seq38,1.0,6.0,4.456010603591704,0.0
gc6HK,seq53,1.2825900000000001,0.07955999999999999,-0.5067999999999999,seq38,1.0,7.0,2.271395249531895,0.0
gc6HK,seq41,1.42258,-0.2781699999999999,1.43606,seq38,1.0,7.0,2.271395249531895,0.0
gc6HK,seq19,0.32439,-0.1603,-0.6320999999999999,seq38,1.0,8.0,1.46772017390582,0.0
gc6HK,seq10,1.28767,0.06495999999999999,-0.48306,seq38,1.0,6.0,5.183293744384302,0.16321396098258428
gc6HK,seq9,1.34382,0.052469999999999996,-0.5773899999999998,seq49,1.0,9.0,1.1166682974787492,0.0
gc6HK,seq16,0.5511,0.17865999999999999,-0.71035,seq49,1.0,7.0,1.8620685950372082,0.0
gc6HK,seq75,1.30034,0.002029999999999997,-0.36517000000000005,seq49,1.0,7.0,1.8620685950372082,0.0
gc6HK,seq71,-2.71835,-0.1149,-0.46928,seq14,1.0,9.0,1.356828878188403,0.0
gc6HK,seq35,1.3763,0.06762,-0.60222,seq14,1.0,7.0,3.636628598652601,0.0
gc6HK,seq3,1.3813,0.04251,-0.54116,seq14,1.0,7.0,3.636628598652601,0.0
gc6HK,seq4,1.4173900000000001,-0.06257000000000001,1.19082,seq14,1.0,8.0,1.9699614554489617,0.0
gc6HK,seq32,1.20683,0.03655,0.6950699999999999,seq14,1.0,7.0,3.636628598652601,0.0
gc6HK,seq69,1.3763,0.06762,-0.60222,seq14,1.0,7.0,4.363911739445199,0.19998829164519638
gc6HK,seq63,1.09286,-0.50233,1.7940099999999999,seq14,2.0,9.0,1.547154042116484,0.1402720468200805
gc6HK,seq1,-0.007639999999999994,0.09580999999999999,0.06267,seq43,1.0,7.0,1.6620863514350717,0.0
gc6HK,seq29,-0.02518999999999999,-0.038389999999999994,-0.08309,seq43,1.0,9.0,1.0896036438985608,0.0
gc6HK,seq8,-1.11182,-0.7006399999999999,1.34479,19,1.0,14.0,1.0006621996537255,0.0
gc6HK,21,-0.16036,-0.51141,-0.24696,19,0.0,6.0,5.102895181209794,0.7158417822575126
gc6HK,seq18,1.47079,0.08335000000000001,-0.5106299999999999,seq10,1.0,7.0,2.5389477649400876,0.0
gc6HK,seq31,1.36032,0.08936,-0.38794,seq69,1.0,8.0,2.2375139708571545,0.0
gc6HK,seq66,-0.37899,-0.66445,-0.43649,21,1.0,7.0,2.5093707864484625,0.0
gc6HK,seq48,-0.21813,-0.54849,-0.45048,21,1.0,8.0,1.555266481439161,0.0
gc6HK,seq54,-0.09575999999999998,-0.50942,-0.07003999999999999,21,1.0,7.0,2.5093707864484625,0.0
gc2HK,naive,0.0,0.0,0.0,,0.0,0.0,3.599192577078213,
gc2HK,seq8,0.82131,-0.18664,0.18997999999999998,naive,1.0,7.0,1.0023701568360408,0.0
gc2HK,2,0.331,-0.00561,-0.27353,naive,0.0,1.0,7.305724387407457,2.7346710734216115
gc2HK,7,0.28752,0.007259999999999999,-0.35266,2,0.0,4.0,5.752327361711877,3.3779106370919108
gc2HK,4,1.1873,-0.04328000000000001,-0.01930000000000004,2,0.0,4.0,7.539819910974305,4.73831350588999
gc2HK,5,0.36112,0.04693,-0.80603,2,0.0,3.0,17.026828786866066,8.186871831830434
gc2HK,seq6,0.28752,0.007259999999999999,-0.35266,7,1.0,5.0,2.7482835340903202,0.0
gc2HK,seq50,0.05453000000000002,-0.18231,0.8018000000000001,7,1.0,5.0,2.7482835340903202,0.0
gc2HK,seq12,0.19942000000000001,0.000599999999999999,-0.6706799999999999,7,1.0,5.0,2.7482835340903202,0.0
gc2HK,seq20,0.31407000000000007,-0.025200000000000007,-0.9032699999999999,7,1.0,7.0,1.2366044472640196,0.0
gc2HK,seq38,0.11805000000000002,-0.02381,0.9446300000000001,7,1.0,5.0,2.7482835340903202,0.0
gc2HK,seq23,0.22851,-0.03412,-0.34208999999999995,7,2.0,7.0,1.4269296111921006,0.15390949333004125
gc2HK,seq46,1.0760699999999999,-0.05667000000000001,0.15084999999999998,4,1.0,7.0,1.3255984610211957,0.0
gc2HK,seq45,1.1873,-0.04328000000000001,-0.01930000000000004,4,1.0,5.0,3.4058652942110994,0.0
gc2HK,seq18,1.1873,-0.04328000000000001,-0.01930000000000004,4,1.0,6.0,1.8850683799681467,0.0
gc2HK,seq24,1.1207099999999999,-0.04597000000000001,-0.25739,4,1.0,5.0,3.4058652942110994,0.0
gc2HK,seq1,1.1718,0.0005099999999999931,-0.14675000000000005,4,1.0,6.0,1.8850683799681467,0.0
gc2HK,10,1.1873,-0.04328000000000001,-0.01930000000000004,4,0.0,5.0,7.890955118450626,1.316872347201391
gc2HK,seq27,0.12508000000000002,-0.1266,0.6014900000000001,5,1.0,5.0,3.168995413255217,0.0
gc2HK,seq35,0.50035,-0.014560000000000003,-0.9964000000000001,5,1.0,8.0,1.1079879229293208,0.0
gc2HK,seq49,0.36112,0.04693,-0.80603,5,1.0,5.0,3.168995413255217,0.0
gc2HK,seq26,0.33118000000000003,-0.12067999999999998,-0.7254200000000001,5,1.0,5.0,3.168995413255217,0.0
gc2HK,18,0.36112,0.04693,-0.80603,5,0.0,4.0,8.827838110606075,0.2801499235230058
gc2HK,15,0.35427,0.05595,-0.87208,5,0.0,4.0,8.870887231974853,0.28639259910648346
gc2HK,12,0.36112,0.04693,-0.80603,5,0.0,4.0,9.782788908212517,0.41863005594131436
gc2HK,13,0.36112,0.04693,-0.80603,5,0.0,4.0,9.847022310175007,0.4279447243323344
gc2HK,3,1.05857,0.16419,-0.9172,5,0.0,4.0,10.006531013394442,0.45107553525899663
gc2HK,11,0.55438,0.07442,-0.44405,5,0.0,5.0,6.794686523267664,1.144113713401721
gc2HK,seq17,0.3837,0.02508,-0.77061,5,2.0,4.0,11.541184499268258,0.6736200040135105
gc2HK,seq22,1.0987299999999998,-0.04452000000000001,1.8773499999999999,10,1.0,11.0,1.0170809699991696,0.0
gc2HK,seq42,0.88526,-0.34702999999999995,0.4590099999999999,10,1.0,11.0,1.0170809699991696,0.0
gc2HK,seq31,1.31797,-0.36627,1.4969199999999998,10,1.0,7.0,1.9325893627263016,0.0
gc2HK,seq4,1.1436600000000001,-0.16834000000000002,-0.15131000000000003,10,1.0,6.0,3.5350407181131067,0.0
gc2HK,seq32,1.08269,0.022099999999999988,-0.29478000000000004,10,1.0,10.0,1.046430890361197,0.0
gc2HK,seq11,-2.55919,-0.13346999999999998,-0.9005799999999999,18,1.0,7.0,1.3897251111853155,0.0
gc2HK,seq51,0.26943,-0.02707,-0.4972899999999999,18,1.0,8.0,1.1433718561133321,0.0
gc2HK,seq9,0.41262,-0.02260999999999999,-1.02502,15,1.0,8.0,1.1441603282747999,0.0
gc2HK,seq41,-0.03962999999999998,0.06251000000000001,-0.73604,15,1.0,9.0,1.053033621004825,0.0
gc2HK,seq30,-0.22688999999999998,0.07048000000000001,-0.97103,12,1.0,7.0,1.4372693118336937,0.0
gc2HK,seq10,0.32248,0.08378,-0.8289799999999999,12,1.0,7.0,1.4372693118336937,0.0
gc2HK,seq40,1.2319399999999998,0.06763,-0.31953000000000004,12,1.0,7.0,2.1645524526262916,0.5060173029539727
gc2HK,seq43,-3.20545,-0.19280999999999998,-1.0287,13,1.0,7.0,1.4404673046087006,0.0
gc2HK,seq13,0.030620000000000005,0.032540000000000006,0.37885000000000013,13,1.0,10.0,1.0219295758083622,0.0
gc2HK,17,1.52252,-0.029110000000000004,-0.54088,13,0.0,9.0,2.5563960430176307,1.4125802809916421
gc2HK,seq25,0.82558,-0.025379999999999986,0.23726000000000003,3,1.0,5.0,4.313317596100811,0.0
gc2HK,seq2,1.08441,0.07657,-1.09425,3,1.0,5.0,4.313317596100811,0.0
gc2HK,seq3,0.8801,-0.36495999999999995,-0.95398,3,1.0,6.0,2.2189014256770734,0.0
gc2HK,seq16,0.8232700000000001,0.2637,-0.9777899999999999,3,1.0,8.0,1.1649603696815176,0.0
